,0.300000012,0.400000006,0.5,0.600000024,0.699999988,0.800000012,0.850000024,0.899999976,1,1.098999977,1.200000048,1.299999952,1.399999976
800,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.62818792,12.544,12.544,12.544,12.544
1000,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.62818792,12.544,12.544,12.544,12.544
1200,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.62818792,12.544,12.544,12.544,12.544
1600,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.62818792,12.544,12.544,12.544,12.544
2000,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.62818792,12.544,12.544,12.544,12.544
2200,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.62818792,12.544,12.544,12.544,12.544
2400,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.544,12.46092715,12.46092715,12.46092715,12.46092715
2600,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.46092715,12.37894737,12.37894737,12.37894737,12.37894737
2800,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.62818792,12.37894737,12.29803922,12.29803922,12.29803922,12.29803922
3200,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.544,12.29803922,12.21818182,12.21818182,12.21818182,12.21818182
3600,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.544,12.29803922,12.21818182,12.21818182,12.21818182,12.21818182
4000,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.544,12.29803922,12.21818182,12.21818182,12.21818182,12.21818182
4400,14.7,14.7,14.7,14.7,13.93777778,12.71351351,12.62818792,12.46092715,12.21818182,12.13935484,12.13935484,12.13935484,12.13935484
4600,14.7,14.7,14.7,13.93777778,13.93777778,12.71351351,12.62818792,12.46092715,12.13935484,12.06153846,12.06153846,12.06153846,12.06153846
4800,14.7,14.7,14.7,13.93777778,13.93777778,12.71351351,12.62818792,12.46092715,12.06153846,11.98471338,11.98471338,11.98471338,11.98471338
5200,14.7,14.7,14.7,13.93777778,13.93777778,12.71351351,12.62818792,12.37894737,11.98471338,11.90886076,11.90886076,11.90886076,11.90886076
5600,14.7,14.7,14.7,13.93777778,13.63478261,12.71351351,12.62818792,12.37894737,11.90886076,11.83396226,11.83396226,11.83396226,11.83396226
6000,13.93777778,13.93777778,13.93777778,13.63478261,13.34468085,12.71351351,12.62818792,12.29803922,11.83396226,11.76,11.76,11.76,11.76
6400,13.93777778,13.93777778,13.93777778,13.63478261,13.25070423,12.544,12.46092715,12.13935484,11.76,11.68695652,11.68695652,11.68695652,11.68695652
6800,13.93777778,13.93777778,13.93777778,13.63478261,12.97655172,12.46092715,12.37894737,11.98471338,11.83396226,11.76,11.76,11.76,11.76
7000,13.93777778,13.93777778,13.63478261,13.25070423,12.8,12.13935484,12.06153846,11.83396226,11.76,11.76,11.76,11.76,11.76
7200,13.93777778,13.93777778,13.63478261,13.15804196,12.71351351,11.98471338,11.98471338,11.83396226,11.76,11.76,11.76,11.76,11.76
7400,13.93777778,13.63478261,13.34468085,12.97655172,12.37894737,12.06153846,12.06153846,11.83396226,11.76,11.76,11.76,11.76,11.76
